region,annual_rainfall_mm,seasonal_rainfall_mm,cloud_visibility_km,humidity_percent,temperature_c,days_continuous_rainfall,river_discharge_cumecs,flood_occurred
Bhubaneswar,1748.8,1003.3,8.13,69.2,36.6,3.3,3563.5,1
Patna,2216.5,1472.0,5.64,74.2,29.7,1.0,3906.5,1
Patna,1820.2,1552.4,6.74,67.9,28.4,5.5,4224.4,1
Surat,1248.5,1005.7,8.11,73.7,31.0,3.7,2647.8,0
Varanasi,1118.4,602.8,9.5,65.5,37.5,3.7,2798.6,0
Chennai,1311.2,809.6,7.12,62.6,30.0,6.5,2994.3,0
Kochi,1944.4,1557.7,7.09,70.7,20.1,7.1,4201.3,1
Lucknow,1782.5,1224.9,4.67,65.3,30.7,6.6,3116.3,1
Varanasi,1940.0,1025.3,8.6,64.6,25.5,3.7,3282.1,0
Kolkata,2125.5,1335.3,6.45,66.8,21.3,7.4,3938.2,0
Patna,1392.2,1018.7,7.19,66.5,35.8,3.7,3163.2,0
Lucknow,2752.7,2444.2,1.72,87.6,34.9,11.1,6583.2,1
Chennai,1626.0,1215.9,6.32,58.8,25.4,6.0,3944.4,0
Surat,1518.3,694.3,9.42,68.1,25.4,3.3,2512.5,0
Kochi,2113.6,1621.6,5.36,67.5,29.6,2.8,3912.0,1
Guwahati,606.3,341.3,9.51,65.7,25.5,3.4,2026.7,0
Patna,1286.2,1077.8,7.1,62.8,28.5,4.7,3659.5,0
Chennai,2437.7,1518.1,7.23,71.2,26.1,6.9,4959.6,1
Varanasi,670.7,362.0,8.89,57.3,27.4,1.9,1216.0,0
Varanasi,2526.4,1668.9,4.7,59.7,23.4,7.0,5071.0,1
Guwahati,2782.2,1571.5,6.0,79.7,32.3,8.3,3968.9,1
Bhubaneswar,1559.9,867.5,9.3,57.2,33.8,2.2,3010.6,0
Kurnool,1989.7,1408.6,6.86,68.3,28.6,6.0,3804.0,1
Bhubaneswar,2527.4,2010.1,4.82,66.9,28.9,5.7,5422.1,1
Kochi,1496.6,1235.8,9.18,58.2,31.5,5.6,4277.2,0
Surat,2364.1,1486.9,7.41,67.2,29.0,5.9,4254.9,0
Lucknow,1363.8,654.7,8.92,57.4,35.9,1.1,2092.7,0
Surat,1489.6,994.7,7.6,57.0,23.7,3.8,3006.1,0
Varanasi,1280.4,826.1,8.43,62.3,32.4,1.9,2321.5,0
Chennai,2022.7,1089.5,7.87,56.0,28.5,3.2,3593.9,0
Kolkata,2552.7,2178.1,2.17,75.5,24.5,8.6,5709.7,1
Bhubaneswar,1680.3,1492.7,6.55,67.8,38.0,5.9,3330.3,1
Patna,973.7,460.8,8.28,44.3,38.5,0.0,1983.2,0
Lucknow,1096.2,885.9,6.94,59.9,28.2,4.0,3201.3,0
Surat,2056.5,1523.0,5.84,71.6,30.8,4.9,4148.0,1
Chennai,2998.7,1702.2,3.93,64.0,27.1,5.3,4189.3,1
Guwahati,2055.9,1512.8,4.09,71.8,27.8,3.2,3446.2,1
Guwahati,1548.5,786.5,9.09,64.7,24.5,2.8,2232.6,0
Chennai,2298.0,1105.9,7.5,58.9,23.9,3.0,3225.4,0
Guwahati,1644.3,1475.1,3.51,68.3,36.4,7.9,3664.7,1
Kolkata,1554.1,1144.4,6.27,70.3,28.8,0.6,3107.4,0
Varanasi,1177.0,663.8,8.97,55.8,29.2,0.5,2081.1,0
Lucknow,2715.5,1771.9,5.18,69.8,25.8,4.4,5027.1,1
Lucknow,300.0,263.3,10.0,64.3,29.8,1.5,1730.9,0
Chennai,2318.6,1501.1,7.26,63.5,23.0,7.8,4147.0,1
Kurnool,1498.6,1281.6,5.11,69.4,25.9,5.6,3108.4,1
Kochi,1533.3,1289.4,6.42,60.2,24.2,2.5,3090.4,0
Surat,2900.0,1754.1,5.03,69.9,34.2,5.5,5169.6,1
Kolkata,1335.8,1019.5,5.66,66.9,22.4,2.1,3001.9,0
Patna,1358.0,1014.7,5.6,49.8,24.3,4.7,3428.4,0
Surat,1715.2,1367.1,5.52,64.2,20.8,4.1,3495.7,1
Kochi,2069.0,1271.7,5.92,69.1,25.4,1.8,3496.9,0
Guwahati,1512.8,716.3,8.19,62.8,27.2,3.8,1933.1,0
Guwahati,777.0,409.4,9.72,55.6,32.9,4.0,2392.3,0
Kochi,1237.3,900.1,8.03,56.5,28.1,2.9,2306.4,0
Kurnool,2632.9,2103.1,5.56,77.8,27.4,7.9,4739.2,1
Kurnool,1848.6,1460.8,5.9,66.3,30.2,2.3,4608.0,1
Kochi,2093.2,1491.7,6.79,71.8,27.2,1.3,3693.5,1
Patna,1630.1,795.7,7.53,64.5,38.6,0.0,2275.2,0
Chennai,1371.3,627.8,7.59,58.0,26.6,2.2,1444.2,0
Kurnool,2890.4,2318.0,6.34,82.4,30.7,7.8,6155.4,1
Kochi,1677.7,1169.7,4.29,62.0,32.3,5.3,3899.6,1
Surat,1511.8,1212.8,4.69,73.1,26.5,4.0,3383.2,0
Kolkata,2512.5,1314.7,6.94,74.8,29.7,6.7,4331.0,1
Bhubaneswar,1330.5,842.6,7.3,68.9,27.0,4.8,3360.7,0
Varanasi,1413.4,1220.7,5.16,65.0,30.1,3.8,3660.8,1
Kochi,1806.7,952.5,6.18,78.9,29.4,1.4,1821.3,0
Surat,1800.2,859.9,6.54,63.7,28.4,0.0,1887.2,0
Surat,1968.7,1464.9,7.16,69.7,24.4,8.2,5092.5,1
Varanasi,3159.6,2267.1,5.7,75.4,36.5,6.3,5673.3,1
Kolkata,2018.6,1773.1,7.29,64.3,31.3,3.4,4438.2,1
Kolkata,300.0,257.4,7.17,65.1,22.6,1.2,1073.7,0
Lucknow,2012.1,1584.0,4.41,65.9,27.3,2.8,3727.9,1
Chennai,1824.6,836.8,6.03,68.1,22.7,3.3,3178.1,0
Chennai,1828.2,1217.9,8.16,73.0,32.0,3.7,4040.5,0
Kolkata,1959.9,1672.2,6.17,73.8,28.9,7.9,5077.7,1
Patna,1781.4,1149.2,6.99,61.3,29.0,5.8,3789.7,0
Kochi,1765.8,1559.1,6.22,67.1,25.6,7.9,4799.8,1
Varanasi,2198.5,1634.8,5.74,53.7,27.7,6.3,4474.9,1
Kochi,1447.6,722.7,6.63,60.8,32.1,0.9,1727.7,0
Patna,1184.0,804.1,8.24,67.1,33.2,0.8,1780.3,0
Chennai,3765.5,2873.1,2.79,79.6,32.4,9.3,7619.4,1
Kochi,1334.7,639.9,6.73,57.3,22.8,6.3,2695.4,0
Varanasi,1865.1,1128.6,7.58,63.4,28.3,3.6,3453.1,0
Kolkata,827.8,639.6,7.58,68.1,30.0,2.6,2352.4,0
Kochi,1875.7,976.6,7.54,63.5,26.1,6.6,3451.7,1
Chennai,1193.4,724.1,7.72,72.7,22.4,3.1,2617.3,0
Kolkata,1512.4,1150.1,7.88,62.0,23.9,2.7,3469.5,0
Lucknow,2479.3,1980.9,5.26,74.2,35.0,8.6,5095.2,1
Patna,2106.8,1439.6,5.27,65.4,24.2,4.4,4387.4,1
Chennai,2169.5,1910.4,5.53,84.8,29.2,7.5,4843.6,1
Bhubaneswar,648.7,562.0,8.62,61.2,28.4,3.1,2274.8,0
Bhubaneswar,2994.0,1985.1,5.57,85.8,28.4,6.2,4644.6,1
Kurnool,1025.3,535.3,9.43,57.3,27.7,2.3,1974.4,0
Patna,2793.6,2228.8,3.78,84.4,32.2,11.3,5900.9,1
Varanasi,2464.0,1378.4,7.11,68.2,29.1,3.7,3739.7,1
Patna,2175.3,1803.9,3.52,76.4,26.5,9.2,5441.5,1
Patna,1244.3,888.7,7.36,55.7,29.2,2.0,2674.7,0
Kochi,1898.5,1191.0,6.5,67.9,23.9,7.9,4678.5,1
Guwahati,1493.9,1046.3,8.72,58.1,30.9,2.1,3251.3,0
Guwahati,1818.9,1254.6,6.49,67.9,26.3,3.8,3417.8,0
Kochi,1637.6,1418.4,6.96,58.7,26.5,8.2,4297.3,1
Varanasi,474.9,259.5,6.97,56.8,31.1,4.0,1903.6,0
Kurnool,2529.2,2194.5,4.14,81.5,27.4,9.6,6182.4,1
Patna,1747.3,810.9,6.73,65.6,27.6,0.8,1859.0,0
Kurnool,1484.9,1182.2,9.55,58.3,33.7,4.4,3716.4,0
Chennai,1435.8,1240.3,5.96,54.8,25.1,4.5,3088.9,0
Patna,2033.0,1275.3,6.69,69.5,31.0,2.9,3660.7,1
Lucknow,1219.1,588.7,8.31,69.8,32.8,3.5,2722.8,0
Chennai,334.1,271.4,7.14,51.7,33.7,0.0,1408.3,0
Lucknow,2064.6,1712.2,5.04,83.1,37.7,3.6,3386.3,1
Bhubaneswar,2137.4,1285.3,7.03,66.6,26.4,1.4,2570.3,0
Surat,1670.2,1141.4,7.01,53.6,25.5,7.6,3986.8,0
Varanasi,1053.9,858.1,5.03,53.4,32.3,2.1,1613.7,0
Surat,1857.8,996.6,6.62,68.6,32.8,2.6,3153.6,0
Kolkata,848.1,621.7,9.22,61.4,25.8,0.2,2335.8,0
Kolkata,1132.3,729.0,8.5,70.5,30.9,5.4,3211.4,0
Chennai,1312.0,693.4,9.27,54.1,39.9,0.0,1951.5,0
Bhubaneswar,2348.6,1935.6,4.03,73.2,29.4,4.6,5012.0,1
Patna,1564.3,932.5,8.8,63.5,32.7,2.7,2890.2,0
Varanasi,1508.9,1313.5,6.48,66.0,35.3,4.7,3141.0,0
Bhubaneswar,3070.6,2167.9,6.34,72.3,39.0,9.2,6100.8,1
Kolkata,2029.1,1382.9,6.37,65.4,30.0,3.7,4284.5,1
Patna,2020.3,1294.0,4.32,67.8,34.0,7.8,4338.2,1
Lucknow,1559.7,983.1,8.21,65.7,25.8,2.2,2635.3,0
Surat,1412.4,1155.4,6.4,67.0,29.1,2.2,3436.1,0
Guwahati,378.8,286.0,8.44,64.8,27.2,0.0,1833.8,0
Guwahati,2429.7,1939.3,3.51,65.4,21.5,5.5,5414.6,1
Chennai,2091.4,1337.4,8.26,56.2,22.6,2.5,3919.2,0
Kochi,1683.5,955.7,6.76,69.8,30.7,5.0,2479.2,1
Guwahati,1710.8,836.7,9.34,56.9,30.8,1.0,2589.0,0
Surat,2278.5,1821.6,4.9,69.2,24.8,6.3,5097.4,1
Bhubaneswar,789.4,502.8,7.34,55.9,35.2,0.0,2120.5,0
Kochi,1416.6,962.1,8.77,59.9,24.6,1.1,2874.4,0
Kolkata,1061.4,701.8,7.83,52.6,30.0,4.8,3254.7,0
Lucknow,2951.5,1900.8,5.13,68.8,27.3,10.1,4701.4,1
Chennai,2369.2,1795.3,4.02,75.2,29.4,9.0,5339.9,1
Kolkata,368.2,266.6,8.39,57.4,32.6,0.0,1471.5,0
Surat,816.1,724.2,8.33,64.6,32.0,0.0,2464.6,0
Guwahati,1714.0,878.4,6.08,60.0,31.8,7.1,3854.8,0
Kurnool,1492.9,1057.1,6.51,70.0,31.3,3.3,2746.1,0
Kolkata,939.2,449.3,8.02,56.0,23.9,0.0,2212.2,0
Kolkata,3064.1,2492.8,3.93,64.9,33.5,11.2,6956.7,1
Lucknow,2003.2,1457.0,7.83,70.1,24.8,5.4,3997.3,1
Guwahati,2108.6,1355.4,6.1,71.9,28.6,6.0,3602.1,0
Patna,1350.2,1095.0,6.26,61.6,27.6,0.0,2849.5,0
Kurnool,2269.5,1485.9,9.16,75.7,30.4,4.7,4156.7,1
Kurnool,1552.7,857.9,7.08,57.7,27.1,5.0,3081.4,0
Patna,1615.8,1070.7,6.87,68.7,28.4,2.6,2788.3,1
Chennai,2197.2,1058.8,6.71,75.1,35.5,6.3,3706.2,1
Kurnool,741.2,633.0,7.76,61.0,23.8,0.0,1777.1,0
Kolkata,2838.1,2210.7,4.58,73.7,29.0,7.8,6200.0,1
Surat,1918.6,1519.8,7.07,68.1,24.5,8.8,5275.2,1
Patna,2632.6,2220.7,4.92,84.9,31.7,5.7,5161.5,1
Chennai,1101.0,887.6,8.67,65.5,26.1,3.8,2872.7,0
Lucknow,1199.9,773.2,8.9,74.9,29.2,4.0,3057.1,0
Kochi,1044.8,525.9,8.54,61.4,23.7,2.1,2107.6,0
Kurnool,1962.7,1213.0,7.17,62.1,34.2,3.9,2909.7,0
Kurnool,1842.9,1603.9,7.09,66.0,29.3,4.1,4520.1,1
Varanasi,1498.1,1314.0,5.3,67.3,29.6,5.2,3541.4,0
Guwahati,1140.9,907.6,10.0,51.0,32.3,3.1,2883.8,0
Bhubaneswar,976.7,529.4,7.74,56.9,24.0,0.0,1355.3,0
Kochi,1768.5,950.6,6.96,60.9,26.5,5.6,3506.1,0
Lucknow,1497.4,1266.6,5.3,67.9,29.7,2.8,3243.8,1
Kurnool,1354.4,696.0,6.62,73.0,22.0,0.0,2412.9,0
Varanasi,2805.6,2000.0,6.04,73.4,22.4,6.1,5040.7,1
Bhubaneswar,1746.5,1083.2,9.54,53.3,25.7,2.1,2814.0,0
Surat,2625.5,1538.3,5.39,63.5,24.4,5.1,4340.7,1
Patna,1453.4,1097.0,7.4,66.5,27.6,1.5,2523.7,0
Kolkata,1959.1,1727.6,5.83,71.2,31.1,7.2,5487.5,1
Kochi,1763.9,1411.0,7.4,77.5,32.0,7.9,4359.1,1
Surat,696.5,465.8,10.0,65.0,36.2,1.9,1639.9,0
Kochi,2728.4,1768.9,7.17,76.6,28.9,3.5,4246.7,1
Patna,1712.2,1469.8,5.91,67.0,29.6,3.5,3872.5,1
Surat,2285.2,1622.8,6.41,76.3,28.9,6.3,4878.1,1
Guwahati,1311.2,883.1,8.19,57.6,30.3,0.0,2031.7,0
Kurnool,1692.9,1282.0,6.57,72.4,30.6,2.2,3221.5,1
Patna,1236.5,688.4,6.74,59.5,32.7,0.0,2019.3,0
Guwahati,2603.4,1246.2,5.8,57.6,32.7,4.7,4229.7,1
Surat,2002.4,1671.6,6.98,73.7,31.1,10.4,5454.3,1
Varanasi,2038.6,1474.4,7.54,76.7,35.0,2.8,4428.5,0
Guwahati,2682.8,1406.3,6.09,65.3,29.1,6.7,4151.2,1
Kurnool,2551.6,1490.5,6.41,77.9,26.6,4.3,4568.6,1
Guwahati,2297.5,2057.3,6.16,63.7,27.2,4.8,5587.7,1
Chennai,875.9,644.2,6.17,53.7,28.6,5.5,2893.7,0
Patna,1347.8,992.3,6.76,63.1,24.7,7.9,3846.8,1
Surat,1147.5,553.6,10.0,57.8,26.5,2.8,1898.3,0
Kurnool,2272.9,2013.9,5.27,69.2,24.4,8.0,6118.9,1
Kochi,1910.9,1627.6,4.57,70.5,30.4,6.0,4354.3,1
Surat,896.2,624.2,8.22,57.5,30.4,2.0,2383.2,0
Surat,1677.3,988.3,8.39,61.8,21.9,4.3,3361.0,0
Chennai,828.8,633.3,5.26,62.4,26.4,3.6,1829.1,1
Lucknow,1765.4,1456.5,6.4,64.2,36.3,8.6,4433.8,1
Surat,724.0,581.9,7.77,59.6,31.5,1.1,2056.4,0
Varanasi,2143.7,1907.2,3.37,68.4,30.8,7.2,5047.5,1
Chennai,2045.7,1506.8,6.18,61.4,26.3,5.3,4130.5,1
Patna,3040.2,1807.5,5.26,76.0,30.1,8.6,5682.3,1
Patna,2351.1,1584.8,5.88,79.6,28.9,10.5,4586.9,1
Kochi,1525.1,1246.5,6.29,72.7,25.8,6.6,3332.3,0
Chennai,2331.7,1327.7,5.37,69.0,27.0,6.4,3724.1,1
Patna,891.5,494.0,6.78,55.6,27.1,3.6,2419.6,0
Kolkata,1174.4,911.5,6.68,61.5,23.0,5.8,3477.9,0
Surat,2016.5,1310.7,7.48,73.2,23.7,9.6,4551.1,1
Varanasi,397.1,324.6,9.02,44.3,28.2,0.0,1749.1,0
Bhubaneswar,1775.8,914.0,7.35,61.1,25.6,4.5,3088.8,0
Kochi,1136.8,683.3,6.81,65.6,27.8,0.0,1822.7,0
Patna,1865.8,1064.7,6.68,57.8,22.6,5.8,3029.7,0
Lucknow,1099.5,840.0,8.41,65.1,32.2,4.1,2304.7,0
Kochi,2075.8,1643.4,6.33,72.1,37.3,4.9,4250.5,1
Patna,1812.6,1187.6,6.29,57.0,33.1,0.0,3253.0,0
Kolkata,2710.2,1802.6,2.55,71.9,33.5,6.5,4919.8,1
Surat,1804.4,919.2,6.68,59.6,31.5,3.8,2916.8,0
Kurnool,1300.4,995.9,6.71,66.5,30.1,3.5,2588.2,0
Surat,1639.5,1469.9,5.17,72.3,29.3,4.1,4967.5,1
Surat,926.2,741.1,7.37,64.1,25.3,0.9,1910.7,0
Varanasi,2064.0,1136.0,7.83,65.7,31.8,4.0,3374.6,0
Lucknow,2183.4,1594.8,5.85,71.2,31.5,4.2,4572.7,1
Guwahati,3405.0,1984.2,6.1,65.9,27.1,8.8,5445.4,1
Guwahati,1395.8,647.1,6.38,60.7,31.1,2.2,1904.4,0
Bhubaneswar,1625.9,863.2,7.21,58.0,26.2,0.0,2677.3,0
Kurnool,1425.8,707.4,5.77,67.6,26.5,2.9,1887.5,0
Kochi,1937.9,1042.9,6.67,68.5,32.1,4.6,3926.9,1
Guwahati,2048.1,1654.9,4.6,74.1,30.7,9.2,4999.6,1
Kurnool,1765.3,1027.0,8.58,74.6,28.1,5.6,3216.5,0
Kolkata,2506.1,1981.5,5.46,71.0,27.6,5.4,4446.0,1
Kurnool,1399.0,1226.9,7.84,62.8,29.7,7.3,3423.2,1
Kurnool,2441.0,1729.3,5.11,68.5,21.7,3.5,4311.1,1
Kolkata,2150.0,1437.1,5.12,58.4,26.0,5.3,4775.6,1
Guwahati,1792.2,1411.4,5.15,58.6,23.9,6.6,4228.4,1
Varanasi,1595.3,787.6,8.01,65.9,29.0,5.8,3049.0,0
Kurnool,3377.3,2170.6,6.58,66.3,33.4,11.6,6258.6,1
Guwahati,1268.9,855.9,8.02,56.3,30.9,5.7,3964.2,0
Guwahati,1993.7,1642.7,5.37,69.3,27.0,5.7,4261.8,1
Lucknow,1312.4,1071.4,6.87,62.2,26.2,5.0,3959.7,0
Bhubaneswar,2960.7,2462.4,3.89,82.6,26.0,9.4,6197.4,1
Surat,2376.4,1815.7,7.62,71.8,37.0,5.2,4406.0,1
Patna,1359.1,936.1,8.74,58.7,29.3,3.2,2832.3,0
Kurnool,2133.2,1754.6,5.81,76.7,29.8,10.0,5118.9,1
Chennai,1967.5,1658.6,5.86,74.4,20.6,7.3,4886.4,1
Patna,1464.2,975.5,7.62,55.4,24.3,7.7,2544.6,0
Chennai,2292.8,2048.7,5.4,75.1,28.8,5.3,5177.8,1
Bhubaneswar,2053.0,1732.1,5.12,66.4,27.0,5.5,4339.8,1
Varanasi,1940.2,1318.8,5.59,62.5,29.5,5.6,3557.3,0
Surat,1772.8,853.0,8.7,73.9,29.5,4.6,2366.2,0
Kurnool,2080.2,1146.2,6.93,66.1,31.4,3.9,3187.6,0
Patna,1949.1,1558.1,7.02,67.8,21.5,7.2,4267.4,1
Varanasi,1838.4,919.2,9.23,63.8,24.6,4.9,2874.0,0
Chennai,1383.3,915.0,8.0,68.5,28.6,0.5,1856.2,0
Bhubaneswar,2900.9,2095.0,5.15,69.8,26.4,9.1,5702.0,1
Surat,1117.2,944.3,10.0,60.4,27.8,5.6,2851.3,0
Guwahati,2078.0,1727.2,5.82,74.6,29.4,6.9,4077.0,1
Varanasi,1591.8,1263.8,5.44,57.3,26.0,0.9,2963.5,0
Lucknow,2943.7,1864.7,4.97,77.8,29.8,6.2,4591.2,1
Kolkata,1212.7,623.4,9.8,51.0,31.2,3.1,2314.6,0
Varanasi,1322.1,993.3,5.83,62.5,29.3,1.9,2587.5,0
Patna,1169.6,621.7,7.26,51.0,31.9,4.1,1830.0,0
Patna,2010.3,1412.4,7.52,61.5,20.3,6.6,3776.1,1
Patna,907.5,808.9,7.37,70.1,26.7,3.2,1949.3,0
Kolkata,1489.0,1038.8,7.03,70.7,32.6,3.8,3580.4,0
Chennai,401.0,296.9,10.0,64.6,25.5,1.5,2029.0,0
Surat,1956.3,1476.8,5.37,59.7,25.0,5.3,4666.9,1
Kolkata,1474.9,1214.8,5.13,59.7,28.5,1.8,2970.4,0
Bhubaneswar,832.8,537.7,6.75,61.9,28.9,1.1,2417.4,0
Kolkata,2505.6,1688.5,6.32,74.6,26.9,6.3,4753.6,1
Kolkata,950.0,502.7,8.65,54.8,36.4,4.7,1935.1,0
Kurnool,2318.0,1684.3,4.92,66.8,30.1,7.5,4478.7,1
Kochi,1344.3,783.9,6.45,55.3,25.4,5.8,2836.3,0
Lucknow,2841.0,1927.4,4.84,82.4,23.2,4.2,4811.2,1
Varanasi,2287.2,1818.2,6.61,68.6,30.6,5.9,4923.0,0
Guwahati,1144.8,524.2,7.39,59.9,25.3,6.0,2468.5,0
Kochi,1203.9,847.3,6.85,63.2,37.6,1.6,2375.7,0
Chennai,2193.6,1158.3,5.57,72.1,30.7,2.7,3746.3,1
Lucknow,1629.5,938.1,6.97,57.8,31.2,2.9,2785.8,0
Guwahati,1689.9,786.9,8.09,69.1,30.0,6.9,2974.4,0
Bhubaneswar,2627.0,1382.5,8.7,59.9,33.5,3.7,3641.4,0
Patna,1313.4,1174.1,7.08,72.6,19.4,5.4,3512.4,1
Patna,1859.3,1672.2,5.65,59.9,24.2,6.8,4086.1,1
Chennai,2420.5,1873.3,6.21,71.3,33.1,2.9,4122.4,1
Surat,2325.9,1687.1,6.45,80.0,35.0,6.1,5544.9,1
Bhubaneswar,1696.3,1356.4,5.79,71.5,24.1,3.8,3038.4,0
Kochi,1612.2,1375.9,8.92,70.0,21.7,6.3,4146.4,0
Varanasi,669.8,457.9,8.44,52.9,29.7,5.1,2377.7,0
Kurnool,1113.4,518.7,8.59,55.3,30.9,1.2,2281.6,0
Varanasi,2006.9,1543.8,6.61,77.1,29.6,4.9,4314.1,1
Kurnool,1710.4,1527.5,6.42,71.7,28.8,10.6,5574.2,1
Lucknow,1848.7,1046.6,8.81,69.8,21.6,2.4,3064.0,0
Kochi,2475.5,1630.3,5.16,70.2,27.5,3.2,4660.1,1
Kochi,1028.2,629.9,8.94,59.0,28.1,5.0,2954.2,0
Kurnool,1646.5,1030.2,7.35,68.9,26.8,3.6,3707.0,1
Lucknow,1922.7,1489.4,7.21,70.0,21.3,6.0,4206.3,1
Guwahati,1342.3,832.6,7.38,61.5,31.3,7.5,3355.4,0
Bhubaneswar,2730.5,2385.0,3.71,68.1,32.5,5.8,5645.6,1
Lucknow,2390.6,1925.2,5.95,78.2,25.8,6.6,5119.5,1
Varanasi,1988.6,919.6,7.81,66.0,28.3,0.9,2644.4,0
Lucknow,2966.3,2427.4,3.1,73.4,27.0,9.5,5474.3,1
Kochi,825.7,658.7,9.49,68.0,27.1,1.3,2082.2,0
Lucknow,1795.0,1224.9,7.53,67.6,31.0,2.1,3611.9,0
Varanasi,2038.1,1372.8,6.31,69.0,31.1,6.4,3503.6,1
Kochi,1205.5,995.8,6.73,69.3,33.3,3.6,2633.3,0
Guwahati,1995.5,1279.4,7.0,70.6,33.2,2.1,3821.1,0
Varanasi,1080.7,563.9,8.95,61.9,28.3,0.0,2352.2,0
Guwahati,2248.9,1328.6,4.74,65.9,40.4,5.2,3570.8,1
Chennai,2487.6,1416.3,6.71,79.7,35.2,1.8,3633.7,1
Patna,1977.0,1495.6,6.83,64.1,26.4,5.9,4165.7,1
Guwahati,595.7,316.0,6.2,62.3,29.5,3.8,2298.5,0
Lucknow,1171.6,867.1,7.75,62.4,21.1,4.5,2684.6,0
Guwahati,2167.1,1429.6,7.03,70.7,29.1,3.9,3693.7,1
Bhubaneswar,1813.8,1501.5,6.74,76.0,35.7,6.0,4757.8,1
Bhubaneswar,300.0,200.5,9.93,54.9,40.1,0.0,759.5,0
Kurnool,2607.8,2264.7,4.01,79.1,28.5,8.5,5694.6,1
Guwahati,1888.8,1615.3,4.7,71.2,30.3,5.2,4384.7,1
Lucknow,1267.6,676.1,5.99,57.3,31.4,0.4,2671.0,0
Chennai,2446.7,1856.5,6.5,79.4,36.9,8.0,4621.2,1
Guwahati,1359.6,743.1,8.59,66.0,25.1,0.0,1853.4,0
Kolkata,1352.5,1109.7,8.27,62.4,39.6,1.6,3232.4,0
Patna,2032.9,1496.4,5.31,75.2,27.7,3.3,4187.2,1
Kurnool,2957.7,1722.4,6.48,65.6,24.3,5.2,4612.7,1
Kolkata,2855.3,1605.0,4.21,69.4,27.7,8.4,4652.0,1
Kurnool,2033.8,1308.4,5.58,64.3,25.8,6.2,3956.8,1
Chennai,2100.6,1702.1,5.78,74.9,30.7,6.4,4026.3,1
Kolkata,2314.5,1870.7,5.99,69.1,22.4,6.9,5035.2,1
Chennai,983.0,457.1,10.0,63.7,29.6,1.6,2411.5,0
Chennai,2218.7,1300.2,6.29,70.3,31.7,7.5,3506.9,1
Kochi,1322.9,847.0,6.63,60.4,34.9,0.0,2011.0,0
Guwahati,2007.0,1432.0,5.25,78.9,31.7,6.7,4026.7,1
Chennai,1652.1,854.6,6.81,58.3,34.7,2.1,2454.4,0
Varanasi,2125.8,1277.3,9.05,58.1,26.6,5.6,4511.8,0
Kurnool,1876.8,1592.5,6.73,74.6,30.6,6.8,4107.9,1
Varanasi,300.0,199.3,10.0,43.9,20.1,2.2,968.8,0
Surat,1916.3,1504.0,5.83,77.6,28.5,8.6,4849.7,1
Chennai,2217.4,1481.6,6.14,69.0,30.5,2.6,3523.2,1
Guwahati,2089.9,1377.7,7.15,58.9,30.9,7.0,4435.3,1
Bhubaneswar,1733.3,1265.1,6.08,60.8,22.7,4.5,3533.1,0
Guwahati,2867.4,1625.0,5.5,59.9,27.4,5.0,4504.5,1
Patna,2002.4,1126.2,6.21,67.5,28.0,8.1,3177.7,0
Lucknow,2084.5,1866.1,4.78,63.9,27.3,8.2,5321.0,1
Kurnool,2478.9,2084.9,4.83,76.9,31.9,6.7,5446.3,1
Surat,2035.7,1591.9,4.99,67.6,28.1,7.7,4485.1,1
Chennai,1216.3,622.4,8.41,57.8,29.4,2.2,1686.8,0
Guwahati,300.0,139.1,9.5,59.3,27.0,0.0,1137.1,0
Patna,1489.9,788.0,7.52,65.9,33.3,1.6,2705.3,0
Kochi,2294.6,2000.9,4.06,80.0,33.6,7.9,5132.1,1
Bhubaneswar,1570.5,1283.6,6.71,62.8,27.8,3.4,3316.7,0
Kolkata,2320.8,1590.6,5.34,69.2,40.4,6.1,4709.6,1
Varanasi,1896.7,1680.4,5.75,66.4,25.9,7.9,5452.2,1
Guwahati,2637.2,1360.7,7.63,68.3,33.0,5.2,4243.3,0
Kurnool,1608.1,1128.3,5.57,60.6,25.2,8.0,3887.6,0
Kurnool,2103.9,1120.2,9.35,62.6,32.1,4.1,3209.4,0
Chennai,2128.8,1251.5,6.59,63.8,31.8,7.2,3909.7,1
Guwahati,2776.0,2423.7,4.46,78.7,25.0,10.7,5920.5,1
Patna,690.7,580.7,7.36,60.3,28.5,5.2,2402.0,0
Varanasi,1502.0,744.7,9.07,64.8,36.5,6.6,3385.6,0
Varanasi,2351.5,1322.3,6.37,66.3,25.7,1.3,3348.1,1
Varanasi,2804.8,2012.5,4.51,69.8,30.6,7.8,5111.1,1
Patna,1956.0,934.2,6.75,64.6,30.3,3.2,2573.7,0
Bhubaneswar,1609.7,1122.9,6.66,59.7,28.8,4.3,3323.4,0
Bhubaneswar,2292.1,1634.3,6.26,73.2,22.1,5.1,3863.2,1
Guwahati,2364.7,1373.7,6.58,65.7,32.3,3.9,3376.1,1
Chennai,1566.2,911.4,7.39,64.5,29.0,1.1,3186.0,0
Chennai,2014.7,1114.3,6.19,66.4,33.4,4.2,2899.2,1
Kochi,2567.3,2236.3,3.59,84.9,29.9,10.0,5701.2,1
Lucknow,3028.8,1893.0,4.71,74.4,29.3,5.9,5028.4,1
Bhubaneswar,2282.7,1628.4,6.32,70.2,30.5,5.2,4183.6,1
Chennai,1828.7,1071.1,7.8,60.5,25.0,2.5,3061.6,0
Lucknow,1764.9,1352.2,7.31,72.1,35.2,2.9,3928.4,0
